Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Category
7,71,Yes,4,7,62,Stressed Burnout
7,96,Yes,6,1,87,Moderate
9,54,Yes,7,6,53,Inefficient High Effort
7,91,Yes,9,1,87,Moderate
3,60,No,5,6,37,Moderate
1,57,No,8,0,31,Moderate
8,69,Yes,4,5,63,Stressed Burnout
3,99,No,9,9,81,Moderate
8,97,No,9,6,95,Moderate
8,52,Yes,6,3,45,Moderate
5,63,Yes,4,0,48,Moderate
1,69,No,9,5,47,Moderate
7,41,No,5,3,31,Stressed Burnout
5,58,No,8,2,43,Optimal Balance
8,86,Yes,7,3,82,Moderate
9,83,No,7,5,80,Inefficient High Effort
7,86,No,6,4,76,Moderate
7,64,Yes,9,1,57,Moderate
1,89,No,7,1,64,Moderate
4,53,Yes,6,2,35,Moderate
2,45,Yes,8,5,24,Moderate
2,51,No,4,0,30,Moderate
2,59,Yes,5,6,38,Moderate
4,62,Yes,8,7,45,Optimal Balance
1,69,No,8,6,44,Moderate
4,69,Yes,7,2,53,Optimal Balance
2,77,No,7,5,53,Moderate
5,97,Yes,5,3,84,Moderate
3,69,Yes,4,4,47,Moderate
8,80,No,8,2,76,Moderate
4,69,No,9,4,57,Moderate
1,96,No,7,5,71,Moderate
1,97,Yes,8,7,74,Moderate
3,75,No,4,5,54,Moderate
9,88,Yes,6,8,84,Inefficient High Effort
7,73,No,4,9,62,Stressed Burnout
2,55,Yes,8,9,35,Moderate
9,63,No,8,9,62,Moderate
2,53,Yes,5,9,30,Moderate
3,65,No,8,3,47,Moderate
2,47,Yes,7,1,25,Moderate
3,53,Yes,9,8,40,Moderate
6,70,Yes,5,2,56,Moderate
9,41,Yes,8,6,38,Moderate
9,87,No,4,3,86,Stressed Burnout
7,43,Yes,8,0,38,Moderate
3,40,No,4,7,17,Moderate
4,94,Yes,4,3,75,Moderate
6,59,No,8,5,48,Optimal Balance
5,98,Yes,4,6,87,Moderate
2,53,Yes,9,7,32,Moderate
6,79,No,6,9,68,Moderate
3,64,No,5,1,42,Moderate
8,99,Yes,8,8,96,Moderate
2,64,No,6,9,42,Moderate
1,42,No,4,2,18,Moderate
9,44,No,4,0,41,Stressed Burnout
3,77,Yes,5,1,54,Moderate
1,93,No,6,7,67,Moderate
7,65,Yes,6,9,57,Moderate
5,79,No,8,5,65,Optimal Balance
5,77,No,4,0,62,Moderate
1,77,Yes,7,8,56,Moderate
9,43,No,8,6,39,Moderate
7,46,No,8,9,38,Moderate
8,69,No,8,2,65,Moderate
9,69,No,5,6,68,Stressed Burnout
6,95,No,5,5,82,Moderate
5,58,No,8,2,44,Optimal Balance
6,78,No,9,7,67,Moderate
2,74,Yes,7,0,53,Moderate
4,79,Yes,6,4,61,Moderate
3,72,Yes,6,7,53,Moderate
7,72,Yes,4,2,61,Stressed Burnout
9,53,Yes,6,9,49,Inefficient High Effort
5,77,No,6,5,61,Moderate
6,49,Yes,7,9,38,Optimal Balance
2,96,Yes,6,1,76,Moderate
3,67,No,7,8,47,Moderate
3,53,Yes,5,1,32,Moderate
9,75,No,7,4,71,Inefficient High Effort
7,77,No,5,2,69,Stressed Burnout
8,55,Yes,7,9,53,Moderate
9,99,Yes,8,8,100,Moderate
6,60,No,9,8,49,Moderate
4,67,No,5,6,48,Moderate
1,72,Yes,5,9,45,Moderate
8,45,No,6,4,40,Moderate
7,80,Yes,5,8,71,Stressed Burnout
2,54,Yes,7,6,34,Moderate
8,83,Yes,8,1,76,Moderate
5,42,Yes,8,9,29,Optimal Balance
7,82,No,6,0,71,Moderate
4,86,No,7,9,69,Optimal Balance
5,74,Yes,7,9,58,Optimal Balance
8,53,Yes,4,3,43,Stressed Burnout
1,41,No,5,9,17,Moderate
1,68,No,6,7,41,Moderate
4,43,No,8,5,27,Optimal Balance
3,65,No,9,1,45,Moderate
2,90,No,4,4,65,Moderate
3,51,Yes,7,8,31,Moderate
1,41,Yes,5,5,14,Moderate
1,56,Yes,8,5,33,Moderate
6,74,Yes,4,6,60,Moderate
5,49,No,7,4,34,Optimal Balance
8,87,No,8,2,82,Moderate
2,61,Yes,8,2,40,Moderate
4,80,Yes,7,4,66,Optimal Balance
8,82,No,7,3,76,Moderate
6,60,Yes,6,4,46,Moderate
1,54,Yes,8,8,31,Moderate
4,74,No,7,4,57,Optimal Balance
1,87,No,9,3,65,Moderate
2,60,No,9,3,38,Moderate
5,60,Yes,4,0,46,Moderate
8,60,No,5,9,53,Stressed Burnout
8,99,No,9,3,97,Moderate
3,83,Yes,6,3,63,Moderate
4,71,No,7,8,55,Optimal Balance
6,94,Yes,5,3,79,Moderate
3,44,Yes,6,6,26,Moderate
2,78,Yes,8,0,55,Moderate
6,48,Yes,5,6,37,Moderate
5,92,No,9,1,78,Moderate
5,57,Yes,6,7,45,Moderate
5,60,No,7,0,45,Optimal Balance
5,47,No,7,9,34,Optimal Balance
3,83,No,6,2,66,Moderate
7,91,No,8,7,79,Moderate
6,73,No,9,9,63,Moderate
4,49,Yes,6,7,32,Moderate
2,90,No,4,4,64,Moderate
9,80,Yes,6,4,78,Inefficient High Effort
1,96,Yes,6,7,69,Moderate
4,63,Yes,9,9,46,Moderate
1,79,No,7,4,54,Moderate
6,63,No,8,8,51,Optimal Balance
4,95,No,6,0,78,Moderate
5,71,No,5,4,54,Moderate
5,95,Yes,7,2,80,Optimal Balance
9,72,No,7,2,67,Inefficient High Effort
1,77,No,6,1,48,Moderate
2,83,Yes,9,2,61,Moderate
6,96,Yes,5,6,83,Moderate
5,95,Yes,6,7,82,Moderate
7,90,Yes,5,7,78,Stressed Burnout
3,98,Yes,7,7,78,Moderate
3,88,Yes,5,0,70,Moderate
2,73,Yes,6,6,48,Moderate
3,50,No,4,1,26,Moderate
1,70,No,4,9,46,Moderate
5,57,Yes,5,3,42,Moderate
5,62,Yes,9,4,46,Moderate
7,99,No,6,0,91,Moderate
4,61,Yes,8,3,47,Optimal Balance
3,82,Yes,4,3,61,Moderate
1,57,Yes,7,8,31,Moderate
8,79,Yes,6,8,71,Moderate
3,86,Yes,6,9,66,Moderate
2,80,No,4,0,52,Moderate
4,86,Yes,8,7,71,Optimal Balance
3,78,Yes,7,3,60,Moderate
1,59,Yes,8,3,32,Moderate
3,52,No,7,4,33,Moderate
2,84,No,4,1,56,Moderate
8,40,Yes,6,0,32,Moderate
6,91,Yes,7,4,76,Optimal Balance
9,43,Yes,6,6,40,Inefficient High Effort
8,63,Yes,5,9,60,Stressed Burnout
3,75,No,5,8,54,Moderate
5,75,No,4,1,59,Moderate
7,84,Yes,4,7,74,Stressed Burnout
5,41,Yes,9,6,29,Moderate
8,67,No,4,1,61,Stressed Burnout
5,65,No,5,4,50,Moderate
1,62,Yes,7,6,36,Moderate
5,54,Yes,8,2,41,Optimal Balance
4,75,Yes,4,1,60,Moderate
6,66,No,8,5,56,Optimal Balance
3,45,No,8,9,23,Moderate
5,74,No,5,5,63,Moderate
2,78,No,9,3,54,Moderate
6,77,Yes,7,0,64,Optimal Balance
6,74,No,5,4,64,Moderate
5,75,No,4,0,58,Moderate
6,49,No,5,7,38,Moderate
7,69,Yes,5,1,60,Stressed Burnout
5,92,No,5,8,79,Moderate
1,80,No,4,8,57,Moderate
8,77,No,4,2,69,Stressed Burnout
4,68,Yes,5,5,51,Moderate
9,91,No,5,8,86,Stressed Burnout
6,98,Yes,8,6,90,Optimal Balance
1,82,Yes,7,3,57,Moderate
3,78,No,8,2,61,Moderate
3,89,Yes,9,1,71,Moderate
4,43,No,7,9,30,Optimal Balance
6,44,Yes,9,9,34,Moderate
7,43,Yes,7,0,34,Moderate
4,75,No,5,9,58,Moderate
6,98,No,8,0,85,Optimal Balance
1,84,Yes,7,3,55,Moderate
8,55,Yes,9,3,51,Moderate
7,64,Yes,7,8,53,Moderate
9,53,Yes,4,9,51,Stressed Burnout
3,50,No,7,0,31,Moderate
2,68,Yes,5,3,44,Moderate
1,73,Yes,6,2,48,Moderate
3,61,No,4,8,41,Moderate
5,53,Yes,6,4,40,Moderate
2,95,No,5,8,72,Moderate
3,63,No,6,9,41,Moderate
4,98,No,7,5,78,Optimal Balance
7,78,Yes,6,8,70,Moderate
3,65,No,8,0,41,Moderate
9,82,No,5,3,78,Stressed Burnout
8,75,No,8,3,70,Moderate
4,78,Yes,6,9,61,Moderate
1,55,Yes,8,9,33,Moderate
1,97,Yes,4,5,71,Moderate
1,77,Yes,6,9,51,Moderate
1,98,No,9,0,72,Moderate
8,71,No,8,9,69,Moderate
3,45,No,7,4,21,Moderate
6,73,Yes,6,2,61,Moderate
3,95,No,9,0,76,Moderate
5,47,Yes,4,5,30,Moderate
7,69,Yes,7,2,59,Moderate
2,66,Yes,6,3,45,Moderate
6,46,No,7,8,39,Optimal Balance
6,66,No,6,1,53,Moderate
3,64,Yes,6,0,43,Moderate
6,95,No,5,9,85,Moderate
5,85,Yes,8,5,70,Optimal Balance
2,80,No,6,0,56,Moderate
9,54,Yes,4,0,52,Stressed Burnout
8,64,Yes,9,6,65,Moderate
3,61,Yes,8,1,39,Moderate
8,57,No,5,3,48,Stressed Burnout
9,51,No,8,3,47,Moderate
3,62,No,8,1,41,Moderate
3,90,No,6,5,72,Moderate
2,84,No,4,9,61,Moderate
8,78,Yes,6,1,74,Moderate
1,64,No,4,7,38,Moderate
8,49,Yes,4,3,42,Stressed Burnout
7,69,No,7,0,60,Moderate
7,49,No,6,6,35,Moderate
3,73,No,5,5,52,Moderate
1,85,Yes,9,5,61,Moderate
4,52,No,8,2,32,Optimal Balance
9,93,Yes,7,9,95,Inefficient High Effort
5,68,No,5,6,53,Moderate
1,77,Yes,9,5,54,Moderate
5,80,Yes,9,9,70,Moderate
8,84,Yes,6,9,78,Moderate
8,48,Yes,4,8,42,Stressed Burnout
5,52,No,6,2,33,Moderate
9,76,No,9,2,75,Moderate
1,53,Yes,6,3,26,Moderate
4,76,No,7,2,58,Optimal Balance
3,48,Yes,5,3,29,Moderate
2,47,No,9,5,29,Moderate
8,78,No,7,0,70,Moderate
7,79,No,5,1,67,Stressed Burnout
9,93,Yes,7,9,93,Inefficient High Effort
2,42,No,8,5,21,Moderate
4,94,Yes,4,5,74,Moderate
6,95,No,4,0,82,Moderate
3,86,Yes,4,5,65,Moderate
8,79,No,8,8,75,Moderate
3,72,Yes,9,7,55,Moderate
2,71,Yes,9,9,54,Moderate
3,46,Yes,8,4,26,Moderate
6,58,No,4,3,48,Moderate
2,73,Yes,4,5,49,Moderate
8,53,No,5,4,49,Stressed Burnout
1,89,Yes,5,5,64,Moderate
7,86,Yes,6,9,81,Moderate
2,85,Yes,7,2,64,Moderate
6,95,No,5,6,82,Moderate
2,96,No,5,7,74,Moderate
2,58,No,5,4,32,Moderate
8,90,No,5,4,83,Stressed Burnout
2,93,No,8,3,68,Moderate
7,98,No,6,9,90,Moderate
3,65,No,5,4,44,Moderate
8,56,Yes,9,9,51,Moderate
7,93,Yes,7,7,86,Moderate
8,67,No,5,4,62,Stressed Burnout
7,58,No,8,8,48,Moderate
6,66,No,9,0,56,Moderate
7,87,No,4,6,79,Stressed Burnout
5,91,No,4,4,74,Moderate
7,96,Yes,6,3,82,Moderate
1,58,No,4,2,32,Moderate
1,72,No,5,9,46,Moderate
9,90,No,8,6,88,Moderate
5,46,Yes,6,1,35,Moderate
5,68,Yes,9,4,56,Moderate
3,94,Yes,5,1,74,Moderate
5,82,Yes,4,6,67,Moderate
3,44,No,7,5,23,Moderate
9,69,Yes,5,9,67,Stressed Burnout
9,88,Yes,7,6,86,Inefficient High Effort
6,82,Yes,9,8,70,Moderate
1,95,Yes,7,1,68,Moderate
7,97,Yes,9,8,91,Moderate
7,47,No,6,6,42,Moderate
4,81,Yes,8,1,62,Optimal Balance
8,51,Yes,4,9,44,Stressed Burnout
6,81,Yes,4,1,67,Moderate
4,52,No,5,3,35,Moderate
4,65,No,4,1,46,Moderate
2,57,No,6,0,31,Moderate
2,81,No,4,5,59,Moderate
4,90,No,5,9,71,Moderate
5,91,No,4,4,74,Moderate
8,88,No,8,2,80,Moderate
6,59,No,9,0,49,Moderate
4,55,Yes,7,8,39,Optimal Balance
7,76,Yes,7,7,67,Moderate
8,42,No,9,5,38,Moderate
2,66,Yes,7,5,47,Moderate
7,54,No,8,3,41,Moderate
2,97,Yes,6,1,75,Moderate
2,73,Yes,5,3,53,Moderate
8,84,No,8,1,81,Moderate
2,61,Yes,5,6,37,Moderate
9,79,No,6,8,77,Inefficient High Effort
1,62,No,8,1,36,Moderate
9,98,Yes,4,8,95,Stressed Burnout
1,88,No,6,8,65,Moderate
2,43,Yes,7,7,18,Moderate
6,90,Yes,8,0,80,Optimal Balance
6,93,No,6,4,81,Moderate
1,96,No,6,9,73,Moderate
7,80,No,8,3,74,Moderate
8,62,No,7,6,57,Moderate
2,86,No,9,7,64,Moderate
8,99,Yes,7,9,97,Moderate
9,48,No,6,7,42,Inefficient High Effort
6,63,Yes,5,1,48,Moderate
5,60,No,9,2,46,Moderate
9,80,Yes,9,9,79,Moderate
9,85,Yes,6,9,83,Inefficient High Effort
1,94,Yes,8,6,70,Moderate
3,92,Yes,8,3,73,Moderate
9,55,Yes,8,5,56,Moderate
2,95,No,7,7,71,Moderate
4,94,Yes,4,7,76,Moderate
4,64,No,8,6,49,Optimal Balance
2,65,Yes,8,1,43,Moderate
3,88,No,9,1,67,Moderate
3,84,Yes,5,2,63,Moderate
1,48,Yes,5,3,18,Moderate
6,54,No,6,0,43,Moderate
8,78,No,6,4,72,Moderate
3,72,Yes,6,6,57,Moderate
5,40,Yes,8,9,25,Optimal Balance
1,44,No,5,4,15,Moderate
7,95,Yes,6,6,88,Moderate
1,48,Yes,5,4,24,Moderate
9,83,No,8,9,81,Moderate
8,45,Yes,9,7,40,Moderate
7,67,Yes,8,6,60,Moderate
7,84,No,6,0,73,Moderate
5,65,Yes,8,0,52,Optimal Balance
5,67,No,8,4,53,Optimal Balance
5,79,No,5,1,65,Moderate
1,54,Yes,4,8,30,Moderate
8,45,Yes,7,1,39,Moderate
1,66,No,6,8,43,Moderate
4,77,No,4,9,59,Moderate
9,43,Yes,9,1,38,Moderate
9,50,No,6,3,44,Inefficient High Effort
5,60,Yes,4,2,44,Moderate
4,69,No,8,5,53,Optimal Balance
3,57,No,6,3,37,Moderate
3,74,No,4,8,52,Moderate
5,42,Yes,7,8,30,Optimal Balance
1,51,No,8,9,22,Moderate
5,66,No,6,8,51,Moderate
6,92,No,9,2,82,Moderate
7,69,No,9,2,63,Moderate
9,60,Yes,6,3,58,Inefficient High Effort
3,77,No,4,8,58,Moderate
2,60,Yes,6,5,38,Moderate
3,99,No,8,8,80,Moderate
9,77,No,5,7,70,Stressed Burnout
7,79,Yes,9,6,72,Moderate
9,54,Yes,4,4,48,Stressed Burnout
2,57,No,7,8,36,Moderate
5,91,No,6,3,73,Moderate
4,68,No,8,3,51,Optimal Balance
2,87,Yes,6,7,63,Moderate
9,77,No,7,3,74,Inefficient High Effort
9,99,Yes,8,6,98,Moderate
6,60,No,7,3,45,Optimal Balance
6,56,Yes,8,0,45,Optimal Balance
8,80,Yes,5,9,74,Stressed Burnout
6,90,Yes,9,8,81,Moderate
1,57,No,8,3,30,Moderate
4,96,No,7,2,77,Optimal Balance
7,94,Yes,4,2,86,Stressed Burnout
2,76,Yes,9,8,58,Moderate
9,99,Yes,5,7,99,Stressed Burnout
8,77,No,6,9,69,Moderate
8,51,No,5,6,47,Stressed Burnout
7,50,No,5,6,42,Stressed Burnout
4,87,Yes,6,3,73,Moderate
2,91,No,8,2,71,Moderate
3,88,No,5,3,68,Moderate
6,59,No,9,5,47,Moderate
5,48,Yes,5,3,31,Moderate
8,40,No,4,3,31,Stressed Burnout
6,97,No,9,1,86,Moderate
6,42,No,4,6,27,Moderate
1,60,No,9,5,32,Moderate
4,62,No,7,1,41,Optimal Balance
5,48,Yes,6,4,33,Moderate
3,93,Yes,9,5,75,Moderate
9,58,Yes,9,4,57,Moderate
1,84,Yes,8,3,59,Moderate
6,94,No,8,8,87,Optimal Balance
6,85,No,7,2,72,Optimal Balance
5,91,Yes,8,1,78,Optimal Balance
5,58,Yes,8,8,46,Optimal Balance
5,62,Yes,4,7,47,Moderate
6,66,No,8,8,58,Optimal Balance
8,66,No,8,9,63,Moderate
2,78,No,7,2,56,Moderate
6,75,Yes,7,0,62,Optimal Balance
1,51,Yes,5,0,23,Moderate
4,94,Yes,8,2,73,Optimal Balance
3,66,No,8,3,46,Moderate
9,85,No,9,1,80,Moderate
3,73,Yes,8,7,59,Moderate
6,72,Yes,4,2,60,Moderate
1,67,No,9,3,41,Moderate
6,70,No,8,5,61,Optimal Balance
4,71,Yes,4,9,51,Moderate
8,89,Yes,5,5,82,Stressed Burnout
9,59,No,9,1,55,Moderate
4,79,Yes,6,5,64,Moderate
6,74,Yes,8,3,61,Optimal Balance
1,70,No,9,4,44,Moderate
4,97,Yes,7,6,81,Optimal Balance
7,70,No,9,6,64,Moderate
1,77,Yes,7,5,53,Moderate
8,61,No,8,9,55,Moderate
6,84,Yes,4,5,72,Moderate
5,80,Yes,7,5,65,Optimal Balance
9,48,Yes,9,3,44,Moderate
2,91,No,9,2,70,Moderate
5,48,Yes,7,0,34,Optimal Balance
6,54,Yes,5,2,41,Moderate
7,52,No,5,2,43,Stressed Burnout
5,61,Yes,5,8,48,Moderate
9,55,No,7,2,46,Inefficient High Effort
1,71,No,7,7,47,Moderate
7,41,No,9,7,37,Moderate
7,65,Yes,8,2,56,Moderate
4,53,No,8,9,40,Optimal Balance
9,98,Yes,4,9,96,Stressed Burnout
5,77,No,7,5,63,Optimal Balance
4,73,Yes,8,7,58,Optimal Balance
7,47,No,8,7,36,Moderate
4,75,No,5,9,61,Moderate
3,60,Yes,5,9,39,Moderate
9,95,No,5,8,90,Stressed Burnout
8,85,Yes,6,8,79,Moderate
1,82,No,8,7,58,Moderate
7,95,Yes,5,6,89,Stressed Burnout
9,67,No,5,9,64,Stressed Burnout
8,85,No,7,2,78,Moderate
8,83,Yes,9,6,79,Moderate
6,87,No,5,3,72,Moderate
4,45,Yes,7,1,26,Optimal Balance
8,59,Yes,4,7,52,Stressed Burnout
3,70,No,5,1,49,Moderate
9,72,No,9,0,66,Moderate
2,83,No,7,4,59,Moderate
2,46,Yes,9,9,28,Moderate
7,47,Yes,5,8,39,Stressed Burnout
4,48,No,4,4,31,Moderate
8,41,Yes,5,1,33,Stressed Burnout
9,56,No,7,9,57,Inefficient High Effort
7,91,No,4,3,83,Stressed Burnout
5,84,No,4,7,69,Moderate
8,76,Yes,4,6,71,Stressed Burnout
4,81,Yes,6,4,62,Moderate
2,83,No,7,3,58,Moderate
6,56,Yes,6,4,46,Moderate
9,92,No,9,6,93,Moderate
1,77,No,4,4,48,Moderate
7,74,Yes,6,7,68,Moderate
9,99,No,5,6,97,Stressed Burnout
9,86,No,6,6,82,Inefficient High Effort
3,78,No,8,8,57,Moderate
5,69,No,9,7,55,Moderate
8,45,No,4,7,37,Stressed Burnout
8,43,Yes,4,5,35,Stressed Burnout
4,90,Yes,9,6,72,Moderate
1,76,No,9,7,51,Moderate
1,74,Yes,7,4,50,Moderate
4,97,No,5,9,82,Moderate
6,96,No,9,1,84,Moderate
8,48,No,9,6,46,Moderate
6,45,No,7,9,34,Optimal Balance
9,52,Yes,9,2,55,Moderate
9,98,Yes,6,9,95,Inefficient High Effort
2,61,No,8,7,40,Moderate
1,67,Yes,8,5,42,Moderate
2,69,No,8,3,45,Moderate
5,91,Yes,9,1,80,Moderate
4,75,No,8,6,60,Optimal Balance
4,41,No,5,0,21,Moderate
9,97,No,6,6,95,Inefficient High Effort
8,75,Yes,8,9,72,Moderate
6,47,Yes,4,9,35,Moderate
1,84,No,9,6,58,Moderate
2,81,Yes,6,9,59,Moderate
6,89,Yes,5,2,77,Moderate
2,48,Yes,8,3,23,Moderate
5,40,Yes,5,3,26,Moderate
5,52,Yes,9,3,39,Moderate
6,89,Yes,8,8,79,Optimal Balance
6,54,Yes,4,5,39,Moderate
6,71,Yes,6,9,61,Moderate
2,73,Yes,4,8,47,Moderate
3,82,Yes,8,3,63,Moderate
6,70,Yes,7,6,61,Optimal Balance
8,53,Yes,6,9,51,Moderate
1,93,Yes,5,8,68,Moderate
1,86,No,8,9,66,Moderate
2,53,No,4,2,29,Moderate
6,87,Yes,9,2,78,Moderate
9,94,Yes,7,5,94,Inefficient High Effort
4,68,Yes,9,7,56,Moderate
3,86,No,8,0,68,Moderate
8,58,No,5,3,50,Stressed Burnout
9,66,Yes,4,7,62,Stressed Burnout
5,48,Yes,6,5,31,Moderate
9,76,Yes,7,1,73,Inefficient High Effort
2,76,Yes,8,7,57,Moderate
3,82,Yes,8,0,60,Moderate
7,67,No,8,0,56,Moderate
7,91,Yes,8,6,88,Moderate
6,96,No,4,9,84,Moderate
6,63,Yes,6,2,48,Moderate
2,67,Yes,5,7,41,Moderate
6,75,No,7,8,65,Optimal Balance
4,91,No,8,7,74,Optimal Balance
3,57,Yes,9,0,38,Moderate
2,64,No,8,0,40,Moderate
1,74,Yes,6,5,49,Moderate
5,43,No,6,0,30,Moderate
2,53,No,4,7,29,Moderate
2,78,Yes,4,5,57,Moderate
7,65,Yes,9,4,58,Moderate
8,47,No,9,5,40,Moderate
8,63,Yes,4,3,60,Stressed Burnout
4,55,No,7,0,41,Optimal Balance
1,59,No,9,6,34,Moderate
7,54,Yes,4,9,46,Stressed Burnout
1,46,No,8,8,24,Moderate
4,97,Yes,4,3,79,Moderate
8,56,Yes,7,3,52,Moderate
2,61,No,4,8,36,Moderate
6,61,Yes,4,3,52,Moderate
6,93,No,8,9,84,Optimal Balance
9,51,No,9,3,50,Moderate
5,57,Yes,8,7,47,Optimal Balance
4,95,Yes,8,3,81,Optimal Balance
5,85,No,4,8,70,Moderate
5,86,Yes,8,7,77,Optimal Balance
8,54,No,6,4,49,Moderate
8,76,No,5,8,70,Stressed Burnout
2,55,No,5,7,28,Moderate
7,44,No,8,9,36,Moderate
8,41,No,9,3,34,Moderate
6,91,Yes,7,3,80,Optimal Balance
5,67,No,8,0,51,Optimal Balance
9,96,No,9,3,95,Moderate
3,80,No,8,7,60,Moderate
4,93,No,4,4,78,Moderate
9,66,No,9,5,65,Moderate
6,70,No,7,3,57,Optimal Balance
8,80,Yes,8,4,75,Moderate
7,75,Yes,6,9,69,Moderate
2,86,No,9,7,62,Moderate
3,82,No,5,8,63,Moderate
1,40,No,9,2,11,Moderate
9,89,Yes,6,9,91,Inefficient High Effort
7,68,No,6,3,58,Moderate
1,40,No,6,0,15,Moderate
3,47,No,7,4,24,Moderate
4,96,No,7,3,80,Optimal Balance
4,55,No,9,5,36,Moderate
5,97,No,7,5,83,Optimal Balance
3,67,Yes,5,9,49,Moderate
3,61,No,4,5,41,Moderate
1,57,No,9,2,33,Moderate
7,61,No,8,6,52,Moderate
1,80,No,8,2,52,Moderate
2,51,No,9,5,31,Moderate
4,58,No,4,9,38,Moderate
4,64,No,8,0,45,Optimal Balance
5,89,No,9,7,79,Moderate
2,98,No,9,6,78,Moderate
4,44,Yes,6,8,24,Moderate
1,98,Yes,5,2,72,Moderate
2,73,Yes,8,7,52,Moderate
1,78,No,5,1,50,Moderate
4,98,Yes,9,8,83,Moderate
4,49,Yes,4,0,32,Moderate
7,86,Yes,9,9,84,Moderate
9,96,Yes,8,6,95,Moderate
9,46,No,5,9,43,Stressed Burnout
5,99,Yes,6,0,82,Moderate
1,76,Yes,6,5,54,Moderate
1,86,No,9,0,59,Moderate
6,91,Yes,4,3,78,Moderate
2,99,No,7,6,79,Moderate
8,91,Yes,8,1,87,Moderate
9,54,Yes,9,2,53,Moderate
4,81,Yes,6,3,65,Moderate
5,63,No,6,5,48,Moderate
8,65,Yes,4,8,61,Stressed Burnout
3,65,Yes,6,3,41,Moderate
5,85,No,8,5,75,Optimal Balance
3,65,Yes,4,6,44,Moderate
3,97,Yes,5,3,79,Moderate
3,49,Yes,4,5,29,Moderate
7,56,Yes,8,2,44,Moderate
7,92,Yes,8,4,85,Moderate
7,53,No,5,9,40,Stressed Burnout
8,41,No,9,3,36,Moderate
5,87,No,4,6,72,Moderate
5,52,Yes,8,5,36,Optimal Balance
4,66,Yes,8,6,51,Optimal Balance
7,48,Yes,5,5,38,Stressed Burnout
4,46,Yes,7,1,28,Optimal Balance
2,87,Yes,4,6,59,Moderate
4,49,No,8,7,30,Optimal Balance
8,95,No,6,6,88,Moderate
9,93,No,5,3,87,Stressed Burnout
3,48,Yes,7,3,27,Moderate
7,61,No,7,4,51,Moderate
9,62,No,5,8,59,Stressed Burnout
4,46,No,7,4,23,Optimal Balance
3,87,No,8,1,71,Moderate
5,48,Yes,7,4,33,Optimal Balance
1,66,Yes,4,2,38,Moderate
3,63,No,6,9,45,Moderate
8,68,No,8,7,67,Moderate
8,56,No,5,9,49,Stressed Burnout
4,59,No,6,9,44,Moderate
2,46,No,9,1,22,Moderate
8,82,No,8,3,79,Moderate
8,79,No,6,4,74,Moderate
4,46,No,7,3,26,Optimal Balance
3,67,No,9,4,49,Moderate
2,58,Yes,5,9,33,Moderate
9,59,No,5,3,53,Stressed Burnout
1,83,Yes,4,2,53,Moderate
7,78,Yes,7,0,69,Moderate
5,79,No,4,3,65,Moderate
8,46,No,4,8,37,Stressed Burnout
4,45,Yes,7,0,28,Optimal Balance
7,64,Yes,8,6,56,Moderate
5,80,No,9,2,64,Moderate
5,98,Yes,4,7,83,Moderate
9,52,No,6,5,50,Inefficient High Effort
9,78,No,9,0,77,Moderate
9,79,Yes,8,9,79,Moderate
6,61,No,7,4,49,Optimal Balance
6,88,Yes,5,7,77,Moderate
5,56,No,8,2,40,Optimal Balance
9,87,No,4,3,83,Stressed Burnout
8,61,Yes,6,6,53,Moderate
7,73,Yes,9,5,66,Moderate
7,47,No,7,6,42,Moderate
6,88,No,5,8,76,Moderate
5,84,Yes,9,8,75,Moderate
4,57,No,6,1,40,Moderate
3,63,Yes,5,2,45,Moderate
3,99,Yes,7,3,73,Moderate
6,93,Yes,9,5,84,Moderate
4,99,No,8,4,84,Optimal Balance
6,81,Yes,4,5,71,Moderate
3,41,No,7,7,23,Moderate
4,41,Yes,6,1,24,Moderate
9,66,No,8,5,64,Moderate
5,53,No,9,8,38,Moderate
7,87,Yes,5,4,74,Stressed Burnout
2,78,Yes,8,0,58,Moderate
5,92,Yes,8,7,78,Optimal Balance
9,92,No,6,3,88,Inefficient High Effort
3,95,No,4,7,76,Moderate
9,51,No,8,3,48,Moderate
6,71,Yes,8,7,59,Optimal Balance
4,67,Yes,4,8,46,Moderate
7,94,Yes,4,4,84,Stressed Burnout
8,67,Yes,5,4,61,Stressed Burnout
6,85,Yes,9,1,76,Moderate
5,64,No,5,8,49,Moderate
6,43,Yes,4,3,30,Moderate
5,65,No,7,2,47,Optimal Balance
8,75,Yes,4,1,70,Stressed Burnout
1,89,Yes,5,2,69,Moderate
7,42,Yes,6,3,35,Moderate
2,40,Yes,6,8,20,Moderate
9,56,Yes,9,5,55,Moderate
1,46,No,8,9,19,Moderate
6,87,Yes,6,4,74,Moderate
9,44,No,5,8,42,Stressed Burnout
1,58,No,6,7,34,Moderate
4,78,No,7,5,59,Optimal Balance
4,85,No,4,2,67,Moderate
9,73,Yes,4,6,70,Stressed Burnout
5,74,Yes,5,9,61,Moderate
5,88,Yes,8,5,76,Optimal Balance
6,55,Yes,4,7,44,Moderate
1,79,Yes,6,5,50,Moderate
1,89,No,7,9,68,Moderate
9,86,Yes,8,3,87,Moderate
3,78,Yes,8,9,60,Moderate
4,66,No,8,6,47,Optimal Balance
1,80,Yes,4,6,55,Moderate
9,77,Yes,9,7,73,Moderate
8,89,No,8,1,87,Moderate
